Oui	INT	oui
crû	VER:pper	croître
m'	PRO:PER	me
intéresser	VER:infi	intéresser
;	PUN	;
Sa	VER:infi	Sa
vertu	NOM	vertu
que	PRO:REL	que
soutient	VER:pres	soutenir
l'	DET:ART	le
éclat	NOM	éclat
le	DET:ART	le
plus	ADV	plus
insigne	ADJ	insigne
,	PUN	,
D'	NAM	D'
un	DET:ART	un
soupçon	NOM	soupçon
lâche	ADJ	lâche
et	KON	et
bas	ADV	bas
me	PRO:PER	me
l'	PRO:PER	la|le
a	VER:pres	avoir
fait	VER:pper	faire
voir	VER:infi	voir
indigne	ADJ	indigne
,	PUN	,
Et	NOM	Et
pour	KON	pour
en	PRP	en
repousser	VER:infi	repousser
l'	DET:ART	le
injurieux	ADJ	injurieux
abus	NOM	abus
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
suivi	VER:pper	suivre
de	PRP	de
mon	DET:POS	mon
coeur	NOM	cœur
le	DET:ART	le
mouvement	NOM	mouvement
confus	ADJ	confus
.	SENT	.
Ce	PRO:DEM	ce
coeur	NOM	cœur
s'	PRO:PER	se
est	VER:pres	être
attendri	VER:pper	attendrir
,	PUN	,
mais	KON	mais
quoi	PRO:REL	quoi
qu'	KON	que
il	PRO:PER	il
en	PRO:PER	en
soupire	VER:pres	soupirer
,	PUN	,
Je	PRO:PER	je
doute	VER:pres	douter
si	ADV	si
jamais	ADV	jamais
il	PRO:PER	il
s'	PRO:PER	se
en	PRO:PER	en
voudra	VER:futu	vouloir
dédire	VER:infi	dédire
,	PUN	,
Et	NOM	Et
si	KON	si
dans	PRP	dans
un	DET:ART	un
sujet	ADJ	sujet
son	DET:POS	son
fier	ADJ	fier
emportement	NOM	emportement
Dédaignera	VER:futu	dédaigner
toujours	ADV	toujours
d'	PRP	de
avouer	VER:infi	avouer
un	DET:ART	un
amant	NOM	amant
.	SENT	.
Quelque	PRO:IND	quelque
tendre	ADJ	tendre
pitié	NOM	pitié
qui	PRO:REL	qui
vous	PRO:PER	vous
porte	VER:pres	porter
à	PRP	à
le	PRO:PER	le
plaindre	VER:infi	plaindre
,	PUN	,
Il	NOM	Il
n'	ADV	ne
est	VER:pres	être
guère	ADV	guère
en	PRP	en
état	NOM	état
de	PRP	de
vous	PRO:PER	vous
la	DET:ART	le
faire	VER:infi	faire
craindre	VER:infi	craindre
.	SENT	.
La	DET:ART	le
conjecture	NOM	conjecture
est	VER:pres	être
forte	ADJ	fort
,	PUN	,
et	KON	et
l'	DET:ART	le
indice	NOM	indice
pressant	ADJ	pressant
;	PUN	;
tout	ADV	tout
le	PRO:PER	le
rend	VER:pres	rendre
criminel	ADJ	criminel
.	SENT	.
mais	KON	mais
il	PRO:PER	il
est	VER:pres	être
innocent	ADJ	innocent
,	PUN	,
Et	NOM	Et
de	PRP	de
quoi	PRO:REL	quoi
que	KON	que
son	DET:POS	son
coeur	NOM	cœur
pour	PRP	pour
régner	VER:infi	régner
fut	VER:simp	être
capable	ADJ	capable
,	PUN	,
Quiconque	NAM	Quiconque
ose	VER:pres	oser
m'	PRO:PER	me
aimer	VER:infi	aimer
ne	ADV	ne
peut	VER:pres	pouvoir
être	VER:infi	être
coupable	ADJ	coupable
.	SENT	.
Un	DET:ART	un
si	ADV	si
beau	ADJ	beau
sentiment	NOM	sentiment
ferait	VER:cond	faire
tout	ADV	tout
présumer	VER:infi	présumer
,	PUN	,
Si	VER:infi	Si
l'	PRO:PER	la|le
on	PRO:PER	on
aimait	VER:impf	aimer
toujours	ADV	toujours
quand	KON	quand
on	PRO:PER	on
jure	VER:pres	jurer
d'	PRP	de
aimer	VER:infi	aimer
.	SENT	.
Il	PRO:PER	il
peut	VER:pres	pouvoir
feindre	VER:infi	feindre
avec	PRP	avec
vous	PRO:PER	vous
.	SENT	.
Mais	KON	mais
,	PUN	,
Lucile	NAM	Lucile
,	PUN	,
je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
peut	VER:pres	pouvoir
feindre	VER:infi	feindre
avec	PRP	avec
moi	PRO:PER	moi
,	PUN	,
puis	ADV	puis
-je	PRO:PER	je
feindre	VER:infi	feindre
de	PRP	de
même	ADV	même
,	PUN	,
Et	NAM	Et
crois	VER:pres	croire
-tu	PRO:PER	tu
que	PRO:REL	que
mon	DET:POS	mon
coeur	NOM	cœur
put	VER:simp	pouvoir
trahir	VER:infi	trahir
ma	DET:POS	mon
fierté	NOM	fierté
Jusqu'	ADJ	Jusqu'
à	PRP	à
vouloir	VER:infi	vouloir
s'	PRO:PER	se
entendre	VER:infi	entendre
avec	PRP	avec
sa	DET:POS	son
lâcheté	NOM	lâcheté
?	SENT	?
Non	ADV	non
,	PUN	,
non	ADV	non
,	PUN	,
ces	PRO:DEM	ce
vains	ADJ	vain
dehors	NOM	dehors
d'	PRP	de
une	DET:ART	un
fausse	ADJ	faux
tendresse	NOM	tendresse
N'	ADJ	N'
éblouissent	VER:pres	éblouir
jamais	ADV	jamais
les	DET:ART	le
yeux	NOM	œil
d'	PRP	de
une	DET:ART	un
princesse	NOM	princesse
;	PUN	;
Elle	NAM	Elle
prend	VER:pres	prendre
dans	PRP	dans
son	DET:POS	son
sang	NOM	sang
l'	DET:ART	le
infaillible	ADJ	infaillible
pouvoir	NOM	pouvoir
De	VER:subi	De
donner	VER:infi	donner
de	PRP	de
l'	DET:ART	le
amour	NOM	amour
avant	PRP	avant
qu'	PRO:REL	que
en	PRP	en
recevoir	VER:infi	recevoir
.	SENT	.
Incapable	NOM	incapable
d'	PRP	de
erreur	NOM	erreur
dans	PRP	dans
les	DET:ART	le
feux	NOM	feu
qu'	PRO:REL	que
elle	PRO:PER	elle
excite	VER:pres	exciter
,	PUN	,
Elle	NAM	Elle
y	PRO:PER	y
voit	VER:pres	voir
la	DET:ART	le
vertu	NOM	vertu
soutenir	VER:infi	soutenir
le	DET:ART	le
mérite	NOM	mérite
,	PUN	,
Et	NOM	Et
sur	PRP	sur
ces	PRO:DEM	ce
seuls	ADJ	seul
garants	NOM	garant
se	PRO:PER	se
laissant	VER:ppre	laisser
enflammer	VER:infi	enflammer
,	PUN	,
Est	NOM	Est
sûre	ADJ	sûr
d'	PRP	de
être	VER:infi	être
aimée	VER:pper	aimer
alors	ADV	alors
qu'	KON	que
elle	PRO:PER	elle
ose	VER:pres	oser
aimer	VER:infi	aimer
.	SENT	.
Ce	PRO:DEM	ce
droit	NOM	droit
d'	PRP	de
un	DET:ART	un
sang	NOM	sang
illustre	ADJ	illustre
est	VER:pres	être
le	DET:ART	le
vif	ADJ	vif
caractère	NOM	caractère
;	PUN	;
Mais	VER:impf	Mais
absoudre	VER:infi	absoudre
le	DET:ART	le
fils	NOM	fil|fils
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
condamner	VER:infi	condamner
le	DET:ART	le
père	NOM	père
.	SENT	.
Croirez	VER:futu	croire
-vous	PRO:PER	vous
Stilicon	NOM	Stilicon
capable	ADJ	capable
d'	PRP	de
attenter	VER:infi	attenter
?	SENT	?
Il	PRO:PER	il
aime	VER:pres	aimer
l'	DET:ART	le
empereur	NOM	empereur
,	PUN	,
on	PRO:PER	on
n'	ADV	ne
en	PRO:PER	en
saurait	VER:cond	savoir
douter	VER:infi	douter
,	PUN	,
Ce	NAM	Ce
qu'	KON	que
il	PRO:PER	il
a	VER:pres	avoir
fait	VER:pper	faire
pour	KON	pour
lui	PRO:PER	lui
défend	VER:pres	défendre
qu'	KON	que
on	PRO:PER	on
le	PRO:PER	le
soupçonne	VER:pres	soupçonner
;	PUN	;
Mais	VER:impf	Mais
dans	PRP	dans
sa	DET:POS	son
dureté	NOM	dureté
son	DET:POS	son
courage	NOM	courage
m'	PRO:PER	me
étonne	VER:pres	étonner
,	PUN	,
Et	VER:impf	Et
je	PRO:PER	je
ne	ADV	ne
comprends	VER:pres	comprendre
point	ADV	point
quel	PRO:REL	quel
jaloux	ADJ	jaloux
désespoir	NOM	désespoir
Immole	NAM	Immole
Eucherius	NAM	Eucherius
à	PRP	à
son	DET:POS	son
triste	ADJ	triste
devoir	NOM	devoir
.	SENT	.
Si	KON	si
l'	DET:ART	le
amour	NOM	amour
en	PRP	en
secret	ADJ	secret
m'	PRO:PER	me
en	PRO:PER	en
fait	VER:pres	faire
voir	VER:infi	voir
l'	DET:ART	le
innocence	NOM	innocence
,	PUN	,
Le	DET:ART	le
sang	NOM	sang
pour	PRP	pour
l'	PRO:PER	la|le
éclairer	VER:infi	éclairer
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
moins	ADV	moins
de	PRP	de
puissance	NOM	puissance
,	PUN	,
Et	VER:simp	Et
ces	PRO:DEM	ce
douces	ADJ	doux
clartés	NOM	clarté
devraient	VER:cond	devoir
également	ADV	également
Lui	VER:pper	luire
répondre	VER:infi	répondre
d'	PRP	de
un	DET:ART	un
fils	NOM	fil|fils
comme	KON	comme
à	PRP	à
moi	PRO:PER	moi
d'	PRP	de
un	DET:ART	un
amant	NOM	amant
.	SENT	.
Voici	ADV	voici
par	PRP	par
qui	PRO:REL	qui
savoir	NOM	savoir
qui	PRO:REL	qui
des	PRP:det	du
deux	NUM	deux
est	NOM	est
à	PRP	à
plaindre	VER:infi	plaindre
.	SENT	.
La	DET:ART	le
perfidie	NOM	perfidie
enfin	ADV	enfin
n'	ADV	ne
est-elle	ADJ	est-elle
plus	ADV	plus
à	PRP	à
craindre	VER:infi	craindre
?	SENT	?
En	PRO:PER	en
connaît	VER:pres	connaître
-on	PRO:PER	on
l'	DET:ART	le
auteur	NOM	auteur
?	SENT	?
Felix	NAM	Felix
a-t-il	ADJ	a-t-il
parlé	VER:pper	parler
?	SENT	?
Le	DET:ART	le
secret	NOM	secret
vient	VER:pres	venir
par	PRP	par
lui	PRO:PER	lui
d'	PRP	de
en	PRO:PER	en
être	VER:infi	être
révélé	VER:pper	révéler
,	PUN	,
Eucherius	NAM	Eucherius
...	PUN	...
Et	NOM	Et
bien	ADJ	bien
?	SENT	?
Eucherius	NAM	Eucherius
conspire	VER:pres	conspirer
?	SENT	?
Felix	NAM	Felix
s'	PRO:PER	se
est	VER:pres	être
obstiné	VER:pper	obstiner
longtemps	ADV	longtemps
à	PRP	à
ne	ADV	ne
rien	ADV	rien
dire	VER:infi	dire
.	SENT	.
De	PRP	de
la	DET:ART	le
mort	NOM	mort
de	PRP	de
Zénon	NAM	Zénon
par	PRP	par
Flavie	NAM	Flavie
accusé	VER:pper	accuser
,	PUN	,
Il	NOM	Il
ne	ADV	ne
peut	VER:pres	pouvoir
s'	PRO:PER	se
émouvoir	VER:infi	émouvoir
d'	PRP	de
un	DET:ART	un
crime	NOM	crime
supposé	VER:pper	supposer
.	SENT	.
En	PRP	en
vain	ADJ	vain
pour	PRP	pour
ébranler	VER:infi	ébranler
son	DET:POS	son
insolente	ADJ	insolent
audace	NOM	audace
On	VER:subi	On
fait	VER:pper	faire
agir	VER:infi	agir
d'	PRP	de
abord	NOM	abord
et	KON	et
promesse	NOM	promesse
et	KON	et
menace	NOM	menace
,	PUN	,
Il	NAM	Il
tient	VER:pres	tenir
son	DET:POS	son
innocence	NOM	innocence
un	DET:ART	un
assez	ADV	assez
ferme	ADJ	ferme
appui	NOM	appui
,	PUN	,
Et	VER:simp	Et
ces	PRO:DEM	ce
divers	ADJ	divers
efforts	NOM	effort
n'	ADV	ne
auraient	VER:cond	avoir
pu	VER:pper	pouvoir
rien	ADV	rien
sur	PRP	sur
lui	PRO:PER	lui
,	PUN	,
S'	ADJ	S'
il	PRO:PER	il
n'	ADV	ne
eût	VER:subi	avoir
vu	VER:pper	voir
Stilicon	NAM	Stilicon
par	PRP	par
les	DET:ART	le
plus	ADV	plus
rudes	ADJ	rude
gênes	NOM	gêne
Résolu	VER:pper	résoudre
d'	PRP	de
en	PRO:PER	en
tirer	VER:infi	tirer
des	PRP:det	du
lumières	NOM	lumière
certaines	ADJ	certain
.	SENT	.
Il	PRO:PER	il
s'	PRO:PER	se
étonne	VER:pres	étonner
,	PUN	,
on	PRO:PER	on
le	PRO:PER	le
presse	VER:pres	presser
,	PUN	,
et	KON	et
tremblant	ADJ	tremblant
et	KON	et
confus	ADJ	confus
,	PUN	,
Il	NAM	Il
gauchit	VER:pres	gauchir
,	PUN	,
parle	VER:pres	parler
,	PUN	,
avoue	VER:pres	avouer
,	PUN	,
et	KON	et
nomme	VER:pres	nommer
Eucherius	NAM	Eucherius
.	SENT	.
il	PRO:PER	il
l'	PRO:PER	la|le
accuse	VER:pres	accuser
?	SENT	?
oui	INT	oui
,	PUN	,
madame	NOM	madame
,	PUN	,
et	KON	et
détestant	VER:ppre	détester
son	DET:POS	son
crime	NOM	crime
Nous	PRO:PER	nous
apprend	VER:pres	apprendre
quel	PRO:REL	quel
motif	NOM	motif
à	PRP	à
conspirer	VER:infi	conspirer
l'	PRO:PER	la|le
anime	VER:pres	animer
;	PUN	;
Qu'	NOM	Qu'
ayant	VER:ppre	avoir
vu	VER:pper	voir
votre	DET:POS	votre
coeur	NOM	cœur
du	PRP:det	du
diadème	NOM	diadème
épris	VER:pper	éprendre
,	PUN	,
Il	NAM	Il
croyait	VER:impf	croire
par	PRP	par
ce	PRO:DEM	ce
charme	NOM	charme
éblouir	VER:infi	éblouir
vos	DET:POS	votre
mépris	NOM	mépris
;	PUN	;
Que	VER:simp	Que
trahi	VER:pper	trahir
par	PRP	par
Zénon	NAM	Zénon
,	PUN	,
un	DET:ART	un
revers	NOM	revers
si	KON	si
contraire	NOM	contraire
L'	DET:ART	le
avait	VER:impf	avoir
fait	VER:pper	faire
aussitôt	ADV	aussitôt
songer	VER:infi	songer
à	PRP	à
s'	PRO:PER	se
en	PRP	en
défaire	VER:infi	défaire
,	PUN	,
Et	NOM	Et
que	KON	que
pour	PRP	pour
ce	PRO:DEM	ce
grand	ADJ	grand
coup	NOM	coup
d'	PRP	de
un	DET:ART	un
prompt	ADJ	prompt
succès	NOM	succès
suivi	VER:pper	suivre
,	PUN	,
C'	NAM	C'
est	VER:pres	être
son	DET:POS	son
bras	NOM	bras
en	PRP	en
secret	NOM	secret
dont	PRO:REL	dont
il	PRO:PER	il
s'	PRO:PER	se
était	VER:impf	être
servi	VER:pper	servir
.	SENT	.
Ah	INT	ah
,	PUN	,
Lucile	NAM	Lucile
!	SENT	!
Madame	NAM	Madame
...	PUN	...
Enfin	NAM	Enfin
on	PRO:PER	on
les	PRO:PER	la|le
confronte	VER:pres	confronter
.	SENT	.
Eucherius	NAM	Eucherius
rougit	VER:pres	rougir
de	PRP	de
colère	NOM	colère
et	KON	et
de	PRP	de
honte	NOM	honte
,	PUN	,
Quoi	NAM	Quoi
que	KON	que
Felix	NAM	Felix
soutienne	VER:subp	soutenir
,	PUN	,
il	PRO:PER	il
ose	VER:pres	oser
le	PRO:PER	le
nier	VER:infi	nier
,	PUN	,
C'	NAM	C'
est	VER:pres	être
un	DET:ART	un
lâche	ADJ	lâche
aposté	VER:pper	aposter
pour	PRP	pour
le	PRO:PER	le
calomnier	VER:infi	calomnier
.	SENT	.
Qu'	KON	que
on	PRO:PER	on
les	PRO:PER	la|le
expose	VER:pres	exposer
ensemble	ADV	ensemble
aux	PRP:det	au
plus	ADV	plus
cruels	ADJ	cruel
supplices	NOM	supplice
,	PUN	,
On	ABR	On
verra	VER:futu	voir
l'	DET:ART	le
imposture	NOM	imposture
,	PUN	,
on	PRO:PER	on
saura	VER:futu	savoir
les	DET:ART	le
complices	NOM	complice
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
par	PRP	par
là	ADV	là
que	KON	que
Felix	NAM	Felix
le	PRO:PER	le
convainc	VER:pres	convaincre
du	PRP:det	du
forfait	NOM	forfait
,	PUN	,
Il	NAM	Il
s'	PRO:PER	se
offre	VER:pres	offrir
à	PRP	à
les	PRO:PER	la|le
nommer	VER:infi	nommer
,	PUN	,
et	KON	et
les	PRO:PER	la|le
nomme	VER:pres	nommer
en	PRP	en
effet	NOM	effet
.	SENT	.
L'	DET:ART	le
empereur	NOM	empereur
seul	ADJ	seul
les	PRO:PER	la|le
sait	VER:pres	savoir
,	PUN	,
et	KON	et
leur	DET:POS	leur
rage	NOM	rage
l'	PRO:PER	la|le
étonne	VER:pres	étonner
;	PUN	;
Pour	NAM	Pour
les	PRO:PER	la|le
faire	VER:infi	faire
arrêter	VER:infi	arrêter
l'	DET:ART	le
ordre	NOM	ordre
secret	ADJ	secret
se	PRO:PER	se
donne	VER:pres	donner
,	PUN	,
Et	NOM	Et
comme	KON	comme
si	KON	si
leur	PRO:PER	lui
sort	VER:pres	sortir
ne	ADV	ne
réglait	VER:impf	régler
pas	ADV	pas
le	DET:ART	le
sien	PRO:POS	sien
,	PUN	,
Eucherius	NAM	Eucherius
le	PRO:PER	le
voit	VER:pres	voir
,	PUN	,
et	KON	et
ne	ADV	ne
confesse	VER:pres	confesser
rien	ADV	rien
.	SENT	.
Ah	INT	ah
,	PUN	,
le	DET:ART	le
traître	NOM	traître
!	SENT	!
Il	PRO:PER	il
croit	VER:pres	croire
donc	ADV	donc
que	KON	que
ses	DET:POS	son
lâches	ADJ	lâche
complices	NOM	complice
Sans	ADJ	Sans
trahir	VER:infi	trahir
son	DET:POS	son
secret	NOM	secret
braveront	VER:futu	braver
les	DET:ART	le
supplices	NOM	supplice
,	PUN	,
Que	VER:simp	Que
rien	ADV	rien
par	PRP	par
leur	DET:POS	leur
rapport	NOM	rapport
ne	ADV	ne
doit	VER:pres	devoir
être	VER:infi	être
éclairci	VER:pper	éclaircir
?	SENT	?
Madame	NOM	Madame
,	PUN	,
l'	DET:ART	le
empereur	NOM	empereur
va	VER:pres	aller
l'	PRO:PER	la|le
envoyer	VER:infi	envoyer
ici	ADV	ici
.	SENT	.
Comme	ADV	comme
l'	DET:ART	le
amour	NOM	amour
peut	VER:pres	pouvoir
tout	ADV	tout
,	PUN	,
vous	PRO:PER	vous
aurez	VER:futu	avoir
moins	ADV	moins
de	PRP	de
peine	NOM	peine
À	PRP	à
savoir	VER:infi	savoir
...	PUN	...
mais	KON	mais
déjà	ADV	déjà
le	DET:ART	le
voici	ADV	voici
qu'	KON	que
on	PRO:PER	on
amène	VER:pres	amener
,	PUN	,
Chacun	NAM	Chacun
va	VER:pres	aller
s'	PRO:PER	se
éloigner	VER:infi	éloigner
;	PUN	;
peut-être	ADV	peut-être
sans	PRP	sans
témoins	NOM	témoin
Son	VER:subi	Son
coeur	NOM	cœur
avec	PRP	avec
vous	PRO:PER	vous
se	PRO:PER	se
déguisera	VER:futu	déguiser
moins	ADV	moins
.	SENT	.
Quoi	PRO	quoi
qu'	KON	que
on	PRO:PER	on
voit	VER:pres	voir
à	PRP	à
l'	DET:ART	le
envi	PRP	envi
l'	DET:ART	le
imposture	NOM	imposture
et	KON	et
l'	DET:ART	le
envie	NOM	envie
Attaquer	NAM	Attaquer
tout	PRO:IND	tout
ensemble	NOM	ensemble
et	KON	et
ma	DET:POS	mon
gloire	NOM	gloire
et	KON	et
ma	DET:POS	mon
vie	NOM	vie
,	PUN	,
La	DET:ART	le
plus	ADV	plus
âpre	ADJ	âpre
rigueur	NOM	rigueur
d'	PRP	de
un	DET:ART	un
si	ADV	si
cruel	ADJ	cruel
effort	NOM	effort
Laisse	VER:subi	Laisse
encore	ADV	encore
ma	DET:POS	mon
princesse	NOM	princesse
arbitre	VER:pres	arbitrer
de	PRP	de
mon	DET:POS	mon
sort	NOM	sort
;	PUN	;
Non	NAM	Non
que	KON	que
j'	PRO:PER	je
ose	VER:pres	oser
douter	VER:infi	douter
quel	PRO:REL	quel
ordre	NOM	ordre
je	PRO:PER	je
dois	VER:pres	devoir
suivre	VER:infi	suivre
,	PUN	,
Qui	NAM	Qui
n'	ADV	ne
en	PRO:PER	en
peut	VER:pres	pouvoir
être	VER:infi	être
aimé	VER:pper	aimer
n'	ADV	ne
est	VER:pres	être
point	ADV	point
digne	ADJ	digne
de	PRP	de
vivre	VER:infi	vivre
,	PUN	,
Mais	VER:impf	Mais
j'	PRO:PER	je
aurai	VER:futu	avoir
moins	ADV	moins
de	PRP	de
peine	NOM	peine
à	PRP	à
renoncer	VER:infi	renoncer
au	PRP:det	au
jour	NOM	jour
,	PUN	,
Quand	NAM	Quand
je	PRO:PER	je
croirai	VER:futu	croire
par	PRP	par
là	ADV	là
lui	PRO:PER	lui
prouver	VER:infi	prouver
mon	DET:POS	mon
amour	NOM	amour
,	PUN	,
Et	VER:impf	Et
je	PRO:PER	je
ne	ADV	ne
craindrai	VER:futu	craindre
point	ADV	point
de	PRP	de
voir	VER:infi	voir
ternir	VER:infi	ternir
ma	DET:POS	mon
gloire	NOM	gloire
,	PUN	,
Si	NAM	Si
je	PRO:PER	je
meurs	VER:pres	mourir
assuré	VER:pper	assurer
de	PRP	de
vivre	VER:infi	vivre
en	PRP	en
sa	DET:POS	son
mémoire	NOM	mémoire
.	SENT	.
Un	DET:ART	un
prix	NOM	prix
si	KON	si
relevé	NOM	relevé
rendra	VER:futu	rendre
mes	DET:POS	mon
voeux	NOM	vœu
contents	ADJ	content
,	PUN	,
Et	VER:simp	Et
c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
mon	DET:POS	mon
malheur	NOM	malheur
le	DET:ART	le
seul	NOM	seul
bien	ADJ	bien
que	PRO:REL	que
j'	PRO:PER	je
attends	VER:pres	attendre
.	SENT	.
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
l'	PRO:PER	la|le
espérer	VER:infi	espérer
après	PRP	après
ce	PRO:DEM	ce
grand	ADJ	grand
ouvrage	NOM	ouvrage
Qu'	ADJ	Qu'
entreprenait	VER:impf	entreprendre
pour	KON	pour
moi	PRO:PER	moi
votre	DET:POS	votre
illustre	ADJ	illustre
courage	NOM	courage
,	PUN	,
Et	VER:subi	Et
j'	PRO:PER	je
aurais	VER:cond	avoir
trop	ADV	trop
d'	PRP	de
orgueil	NOM	orgueil
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
adouci	VER:pper	adoucir
Par	NAM	Par
l'	DET:ART	le
horreur	NOM	horreur
du	PRP:det	du
forfait	NOM	forfait
dont	PRO:REL	dont
vous	PRO:PER	vous
êtes	VER:pres	être
noirci	VER:pper	noircir
.	SENT	.
Ah	INT	ah
,	PUN	,
madame	NOM	madame
!	SENT	!
Il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
;	PUN	;
je	PRO:PER	je
commence	VER:pres	commencer
à	PRP	à
connaître	VER:infi	connaître
Qu'	NOM	Qu'
innocent	ADJ	innocent
jusqu'	PRP	jusque
ici	ADV	ici
,	PUN	,
je	PRO:PER	je
cesse	VER:pres	cesser
enfin	ADV	enfin
de	PRP	de
l'	PRO:PER	la|le
être	VER:infi	être
,	PUN	,
Puis	NOM	Puis
que	KON	que
vous	PRO:PER	vous
relâchant	VER:ppre	relâcher
à	PRP	à
soupçonner	VER:infi	soupçonner
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
Cette	NAM	Cette
injustice	NOM	injustice
en	PRP	en
vous	PRO:PER	vous
est	VER:pres	être
un	DET:ART	un
crime	NOM	crime
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
De	PRP	de
ma	DET:POS	mon
triste	ADJ	triste
vertu	NOM	vertu
les	DET:ART	le
preuves	NOM	preuve
imparfaites	ADJ	imparfait
Vous	NAM	Vous
ont	VER:pres	avoir
abandonnée	VER:pper	abandonner
à	PRP	à
l'	DET:ART	le
erreur	NOM	erreur
où	PRO:REL	où
vous	PRO:PER	vous
êtes	VER:pres	être
,	PUN	,
Et	NOM	Et
dans	PRP	dans
un	DET:ART	un
coeur	NOM	cœur
si	ADV	si
grand	ADJ	grand
l'	DET:ART	le
erreur	NOM	erreur
qui	PRO:REL	qui
le	PRO:PER	le
séduit	VER:pres	séduire
Rend	VER:pper	Rend
toujours	ADV	toujours
criminel	ADJ	criminel
quiconque	PRO:IND	quiconque
l'	PRO:PER	la|le
y	PRO:PER	y
réduit	VER:pres	réduire
.	SENT	.
Un	DET:ART	un
projet	NOM	projet
lâche	ADJ	lâche
et	KON	et
bas	ADJ	bas
semble	VER:pres	sembler
noircir	VER:infi	noircir
ma	DET:POS	mon
gloire	NOM	gloire
,	PUN	,
Mais	VER:impf	Mais
enfin	ADV	enfin
mon	DET:POS	mon
seul	ADJ	seul
crime	NOM	crime
est	VER:pres	être
que	KON	que
vous	PRO:PER	vous
l'	PRO:PER	la|le
osez	VER:pres	oser
croire	VER:infi	croire
,	PUN	,
Et	NOM	Et
que	KON	que
dans	PRP	dans
votre	DET:POS	votre
coeur	NOM	cœur
mes	DET:POS	mon
respects	NOM	respect
ni	KON	ni
ma	DET:POS	mon
foi	NOM	foi
N'	NAM	N'
ont	VER:pres	avoir
jamais	ADV	jamais
rien	ADV	rien
surpris	VER:pper	surprendre
qui	PRO:REL	qui
vous	PRO:PER	vous
parle	VER:pres	parler
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
Va	VER:pres	aller
,	PUN	,
je	PRO:PER	je
hais	VER:pres	haïr
les	DET:ART	le
dédains	NOM	dédain
qui	PRO:REL	qui
t'	PRO:PER	te
en	PRO:PER	en
cachaient	VER:impf	cacher
l'	DET:ART	le
estime	NOM	estime
,	PUN	,
S'	ADJ	S'
ils	PRO:PER	il
te	PRO:PER	te
font	VER:pres	faire
ignorer	VER:infi	ignorer
la	DET:ART	le
moitié	NOM	moitié
de	PRP	de
ton	DET:POS	ton
crime	NOM	crime
,	PUN	,
Et	NAM	Et
veux	VER:pres	vouloir
bien	ADV	bien
un	DET:ART	un
moment	NOM	moment
oublier	VER:infi	oublier
ma	DET:POS	mon
fierté	NOM	fierté
,	PUN	,
Pour	NAM	Pour
te	PRO:PER	te
reprocher	VER:infi	reprocher
mieux	ADV	mieux
toute	PRO:IND	tout
ta	DET:POS	ton
lâcheté	NOM	lâcheté
.	SENT	.
L'	DET:ART	le
attentat	NOM	attentat
le	DET:ART	le
plus	ADV	plus
noir	ADJ	noir
t'	PRO:PER	te
acquiert	VER:pres	acquérir
le	DET:ART	le
nom	NOM	nom
de	PRP	de
traître	NOM	traître
,	PUN	,
Je	PRO:PER	je
t'	PRO:PER	te
en	PRO:PER	en
vois	VER:pres	voir
convaincu	VER:pper	convaincre
vers	PRP	vers
l'	DET:ART	le
état	NOM	état
,	PUN	,
vers	PRP	vers
ton	DET:POS	ton
maître	NOM	maître
,	PUN	,
Mais	VER:impf	Mais
je	PRO:PER	je
n'	ADV	ne
y	PRO:PER	y
puis	ADV	puis
penser	VER:infi	penser
que	KON	que
surprise	VER:pper	surprendre
d'	PRP	de
effroi	NOM	effroi
Je	PRO:PER	je
n'	ADV	ne
en	PRO:PER	en
trouve	VER:pres	trouver
un	DET:ART	un
second	NOM	second
qui	PRO:REL	qui
ne	ADV	ne
touche	VER:pres	toucher
que	KON	que
moi	PRO:PER	moi
.	SENT	.
Ne	ADV	ne
dis	VER:pres	dire
plus	ADV	plus
qu'	KON	que
à	PRP	à
tes	DET:POS	ton
voeux	NOM	vœu
mon	DET:POS	mon
coeur	NOM	cœur
fut	VER:simp	être
inflexible	ADJ	inflexible
,	PUN	,
Tout	NOM	tout
superbe	ADJ	superbe
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
,	PUN	,
tu	PRO:PER	tu
l'	PRO:PER	la|le
as	VER:pres	avoir
rendu	VER:pper	rendre
sensible	ADJ	sensible
,	PUN	,
Et	NOM	Et
son	NOM	son
plus	ADV	plus
vaste	ADJ	vaste
orgueil	NOM	orgueil
n'	ADV	ne
a	VER:pres	avoir
pu	VER:pper	pouvoir
le	PRO:PER	le
garantir	VER:infi	garantir
